TEAM,CONF,YEAR,G,W,WIN_RATE,WAB,MADE_TOURNAMENT,SEED,POSTSEASON,Predicted_Tournament_Probability,Predicted_Made_Tournament,Prediction,Actual,Correct
Utah Valley,WAC,2017,31,17,0.5484,-9.9,0,,,0.0235,0,Miss March Madness,Missed March Madness,True
Murray St.,OVC,2017,31,16,0.5161,-12.0,0,,,0.0228,0,Miss March Madness,Missed March Madness,True
Montana St.,BSky,2017,30,16,0.5333,-12.2,0,,,0.0223,0,Miss March Madness,Missed March Madness,True
Davidson,A10,2017,32,17,0.5312,-5.2,0,,,0.0213,0,Miss March Madness,Missed March Madness,True
Southern Illinois,MVC,2017,32,17,0.5312,-7.2,0,,,0.0211,0,Miss March Madness,Missed March Madness,True
Wagner,NEC,2017,29,16,0.5517,-10.7,0,,,0.0209,0,Miss March Madness,Missed March Madness,True
Green Bay,Horz,2017,30,18,0.6,-7.7,0,,,0.0208,0,Miss March Madness,Missed March Madness,True
Eastern Michigan,MAC,2017,29,16,0.5517,-10.2,0,,,0.0207,0,Miss March Madness,Missed March Madness,True
Rider,MAAC,2017,33,18,0.5455,-10.1,0,,,0.0202,0,Miss March Madness,Missed March Madness,True
Illinois Chicago,Horz,2017,34,17,0.5,-13.3,0,,,0.0201,0,Miss March Madness,Missed March Madness,True
Toledo,MAC,2017,33,17,0.5152,-9.6,0,,,0.0201,0,Miss March Madness,Missed March Madness,True
Norfolk St.,MEAC,2017,32,17,0.5312,-10.9,0,,,0.0185,0,Miss March Madness,Missed March Madness,True
Evansville,MVC,2017,31,16,0.5161,-8.9,0,,,0.0182,0,Miss March Madness,Missed March Madness,True
Wofford,SC,2017,30,16,0.5333,-9.7,0,,,0.018,0,Miss March Madness,Missed March Madness,True
Western Michigan,MAC,2017,31,16,0.5161,-9.2,0,,,0.0176,0,Miss March Madness,Missed March Madness,True
Montana,BSky,2017,32,16,0.5,-10.8,0,,,0.0164,0,Miss March Madness,Missed March Madness,True
Ohio St.,B10,2017,32,17,0.5312,-3.1,0,,,0.0163,0,Miss March Madness,Missed March Madness,True
Pittsburgh,ACC,2017,33,16,0.4848,-2.0,0,,,0.0161,0,Miss March Madness,Missed March Madness,True
Temple,Amer,2017,32,16,0.5,-5.8,0,,,0.0158,0,Miss March Madness,Missed March Madness,True
Tennessee,SEC,2017,31,16,0.5161,-2.2,0,,,0.0153,0,Miss March Madness,Missed March Madness,True
UAB,CUSA,2017,32,17,0.5312,-9.4,0,,,0.0151,0,Miss March Madness,Missed March Madness,True
Southeastern Louisiana,Slnd,2017,30,16,0.5333,-11.9,0,,,0.0147,0,Miss March Madness,Missed March Madness,True
Brown,Ivy,2017,28,13,0.4643,-11.6,0,,,0.0141,0,Miss March Madness,Missed March Madness,True
Denver,Sum,2017,30,16,0.5333,-9.4,0,,,0.0136,0,Miss March Madness,Missed March Madness,True
Austin Peay,OVC,2017,28,11,0.3929,-13.8,0,,,0.0131,0,Miss March Madness,Missed March Madness,True
Missouri St.,MVC,2017,32,17,0.5312,-8.5,0,,,0.0131,0,Miss March Madness,Missed March Madness,True
Hofstra,CAA,2017,31,15,0.4839,-11.1,0,,,0.013,0,Miss March Madness,Missed March Madness,True
Fairfield,MAAC,2017,31,16,0.5161,-9.1,0,,,0.013,0,Miss March Madness,Missed March Madness,True
Saint Joseph's,A10,2017,31,11,0.3548,-10.9,0,,,0.0124,0,Miss March Madness,Missed March Madness,True
IUPUI,Sum,2017,30,14,0.4667,-11.3,0,,,0.0124,0,Miss March Madness,Missed March Madness,True
Holy Cross,Pat,2017,32,15,0.4688,-10.8,0,,,0.0123,0,Miss March Madness,Missed March Madness,True
Navy,Pat,2017,31,16,0.5161,-11.2,0,,,0.0119,0,Miss March Madness,Missed March Madness,True
Loyola MD,Pat,2017,32,16,0.5,-10.6,0,,,0.0119,0,Miss March Madness,Missed March Madness,True
Cal Poly,BW,2017,29,11,0.3793,-14.9,0,,,0.0116,0,Miss March Madness,Missed March Madness,True
Missouri,SEC,2017,32,8,0.25,-12.5,0,,,0.0116,0,Miss March Madness,Missed March Madness,True
Sacramento St.,BSky,2017,29,13,0.4483,-13.8,0,,,0.0116,0,Miss March Madness,Missed March Madness,True
Bowling Green,MAC,2017,31,13,0.4194,-12.9,0,,,0.0113,0,Miss March Madness,Missed March Madness,True
SIU Edwardsville,OVC,2017,28,6,0.2143,-18.0,0,,,0.0108,0,Miss March Madness,Missed March Madness,True
Southeast Missouri St.,OVC,2017,31,15,0.4839,-13.0,0,,,0.0107,0,Miss March Madness,Missed March Madness,True
Texas A&M,SEC,2017,31,16,0.5161,-2.9,0,,,0.0106,0,Miss March Madness,Missed March Madness,True
Eastern Illinois,OVC,2017,27,14,0.5185,-11.5,0,,,0.0105,0,Miss March Madness,Missed March Madness,True
Cal St. Northridge,BW,2017,28,11,0.3929,-13.1,0,,,0.0102,0,Miss March Madness,Missed March Madness,True
Southern Utah,BSky,2017,31,6,0.1935,-22.9,0,,,0.0102,0,Miss March Madness,Missed March Madness,True
Northwestern St.,Slnd,2017,25,13,0.52,-12.0,0,,,0.0102,0,Miss March Madness,Missed March Madness,True
Charleston Southern,BSth,2017,28,12,0.4286,-13.8,0,,,0.0102,0,Miss March Madness,Missed March Madness,True
La Salle,A10,2017,30,15,0.5,-7.0,0,,,0.0102,0,Miss March Madness,Missed March Madness,True
Southern,SWAC,2017,30,15,0.5,-13.5,0,,,0.0097,0,Miss March Madness,Missed March Madness,True
Pacific,WCC,2017,32,11,0.3438,-12.6,0,,,0.0097,0,Miss March Madness,Missed March Madness,True
Mississippi St.,SEC,2017,32,16,0.5,-5.3,0,,,0.0096,0,Miss March Madness,Missed March Madness,True
Northeastern,CAA,2017,31,15,0.4839,-8.9,0,,,0.0096,0,Miss March Madness,Missed March Madness,True
Central Arkansas,Slnd,2017,32,8,0.25,-17.4,0,,,0.0094,0,Miss March Madness,Missed March Madness,True
Georgetown,BE,2017,32,14,0.4375,-4.6,0,,,0.0092,0,Miss March Madness,Missed March Madness,True
Tulsa,Amer,2017,32,15,0.4688,-6.2,0,,,0.0089,0,Miss March Madness,Missed March Madness,True
Utah St.,MWC,2017,30,15,0.5,-9.2,0,,,0.0088,0,Miss March Madness,Missed March Madness,True
St. John's,BE,2017,33,14,0.4242,-5.1,0,,,0.0088,0,Miss March Madness,Missed March Madness,True
Oral Roberts,Sum,2017,28,8,0.2857,-15.0,0,,,0.0088,0,Miss March Madness,Missed March Madness,True
St. Francis NY,NEC,2017,30,4,0.1333,-22.5,0,,,0.0086,0,Miss March Madness,Missed March Madness,True
Sacred Heart,NEC,2017,32,13,0.4062,-15.1,0,,,0.0085,0,Miss March Madness,Missed March Madness,True
High Point,BSth,2017,28,15,0.5357,-11.4,0,,,0.0085,0,Miss March Madness,Missed March Madness,True
Portland St.,BSky,2017,28,15,0.5357,-12.0,0,,,0.0084,0,Miss March Madness,Missed March Madness,True
Northern Iowa,MVC,2017,29,14,0.4828,-6.8,0,,,0.0083,0,Miss March Madness,Missed March Madness,True
Robert Morris,NEC,2017,33,14,0.4242,-13.5,0,,,0.0082,0,Miss March Madness,Missed March Madness,True
Connecticut,Amer,2017,32,16,0.5,-5.6,0,,,0.0082,0,Miss March Madness,Missed March Madness,True
Colgate,Pat,2017,31,10,0.3226,-16.3,0,,,0.0082,0,Miss March Madness,Missed March Madness,True
Duquesne,A10,2017,32,10,0.3125,-14.7,0,,,0.0082,0,Miss March Madness,Missed March Madness,True
The Citadel,SC,2017,30,12,0.4,-14.5,0,,,0.0081,0,Miss March Madness,Missed March Madness,True
Stetson,ASun,2017,29,11,0.3793,-16.3,0,,,0.0081,0,Miss March Madness,Missed March Madness,True
Army,Pat,2017,31,13,0.4194,-13.6,0,,,0.0081,0,Miss March Madness,Missed March Madness,True
Savannah St.,MEAC,2017,27,13,0.4815,-11.0,0,,,0.008,0,Miss March Madness,Missed March Madness,True
Howard,MEAC,2017,32,10,0.3125,-18.0,0,,,0.0079,0,Miss March Madness,Missed March Madness,True
Bethune Cookman,MEAC,2017,30,10,0.3333,-18.7,0,,,0.0079,0,Miss March Madness,Missed March Madness,True
San Jose St.,MWC,2017,28,14,0.5,-9.0,0,,,0.0078,0,Miss March Madness,Missed March Madness,True
Niagara,MAAC,2017,33,10,0.303,-17.9,0,,,0.0078,0,Miss March Madness,Missed March Madness,True
Florida Atlantic,CUSA,2017,28,10,0.3571,-14.6,0,,,0.0078,0,Miss March Madness,Missed March Madness,True
Seattle,WAC,2017,27,13,0.4815,-11.7,0,,,0.0077,0,Miss March Madness,Missed March Madness,True
Youngstown St.,Horz,2017,32,13,0.4062,-15.4,0,,,0.0076,0,Miss March Madness,Missed March Madness,True
Mercer,SC,2017,30,15,0.5,-9.9,0,,,0.0076,0,Miss March Madness,Missed March Madness,True
Portland,WCC,2017,31,11,0.3548,-13.3,0,,,0.0076,0,Miss March Madness,Missed March Madness,True
Abilene Christian,Slnd,2017,25,13,0.52,-12.5,0,,,0.0075,0,Miss March Madness,Missed March Madness,True
Air Force,MWC,2017,31,12,0.3871,-14.1,0,,,0.0073,0,Miss March Madness,Missed March Madness,True
Appalachian St.,SB,2017,28,9,0.3214,-14.8,0,,,0.0072,0,Miss March Madness,Missed March Madness,True
Charlotte,CUSA,2017,29,13,0.4483,-10.6,0,,,0.0072,0,Miss March Madness,Missed March Madness,True
Hawaii,BW,2017,29,14,0.4828,-11.6,0,,,0.0072,0,Miss March Madness,Missed March Madness,True
Tulane,Amer,2017,31,6,0.1935,-15.5,0,,,0.0072,0,Miss March Madness,Missed March Madness,True
Mississippi Valley St.,SWAC,2017,32,7,0.2188,-18.2,0,,,0.0072,0,Miss March Madness,Missed March Madness,True
Central Connecticut,NEC,2017,29,6,0.2069,-19.6,0,,,0.0071,0,Miss March Madness,Missed March Madness,True
Alabama A&M,SWAC,2017,29,2,0.069,-24.0,0,,,0.0071,0,Miss March Madness,Missed March Madness,True
Washington St.,P12,2017,30,13,0.4333,-7.9,0,,,0.0071,0,Miss March Madness,Missed March Madness,True
Manhattan,MAAC,2017,32,10,0.3125,-15.7,0,,,0.0071,0,Miss March Madness,Missed March Madness,True
Long Beach St.,BW,2017,32,15,0.4688,-10.5,0,,,0.007,0,Miss March Madness,Missed March Madness,True
McNeese St.,Slnd,2017,26,7,0.2692,-16.0,0,,,0.0069,0,Miss March Madness,Missed March Madness,True
American,Pat,2017,30,8,0.2667,-16.4,0,,,0.0069,0,Miss March Madness,Missed March Madness,True
James Madison,CAA,2017,32,10,0.3125,-17.1,0,,,0.0069,0,Miss March Madness,Missed March Madness,True
Morehead St.,OVC,2017,28,14,0.5,-10.3,0,,,0.0068,0,Miss March Madness,Missed March Madness,True
Cornell,Ivy,2017,28,8,0.2857,-14.6,0,,,0.0068,0,Miss March Madness,Missed March Madness,True
Fairleigh Dickinson,NEC,2017,29,11,0.3793,-13.9,0,,,0.0068,0,Miss March Madness,Missed March Madness,True
Boston College,ACC,2017,32,9,0.2812,-9.8,0,,,0.0067,0,Miss March Madness,Missed March Madness,True
Tennessee Tech,OVC,2017,30,12,0.4,-14.6,0,,,0.0067,0,Miss March Madness,Missed March Madness,True
Incarnate Word,Slnd,2017,25,12,0.48,-13.2,0,,,0.0067,0,Miss March Madness,Missed March Madness,True
Coppin St.,MEAC,2017,30,8,0.2667,-17.8,0,,,0.0066,0,Miss March Madness,Missed March Madness,True
Pepperdine,WCC,2017,30,9,0.3,-14.0,0,,,0.0066,0,Miss March Madness,Missed March Madness,True
Penn St.,B10,2017,33,15,0.4545,-4.9,0,,,0.0066,0,Miss March Madness,Missed March Madness,True
Drexel,CAA,2017,31,9,0.2903,-17.3,0,,,0.0066,0,Miss March Madness,Missed March Madness,True
Western Illinois,Sum,2017,26,8,0.3077,-15.3,0,,,0.0066,0,Miss March Madness,Missed March Madness,True
Oklahoma,B12,2017,31,11,0.3548,-4.5,0,,,0.0066,0,Miss March Madness,Missed March Madness,True
Bryant,NEC,2017,31,12,0.3871,-14.7,0,,,0.0065,0,Miss March Madness,Missed March Madness,True
UC Riverside,BW,2017,27,8,0.2963,-16.3,0,,,0.0065,0,Miss March Madness,Missed March Madness,True
Saint Louis,A10,2017,33,12,0.3636,-12.8,0,,,0.0065,0,Miss March Madness,Missed March Madness,True
Northern Illinois,MAC,2017,29,15,0.5172,-12.1,0,,,0.0065,0,Miss March Madness,Missed March Madness,True
Columbia,Ivy,2017,26,11,0.4231,-11.1,0,,,0.0064,0,Miss March Madness,Missed March Madness,True
Jackson St.,SWAC,2017,29,14,0.4828,-13.6,0,,,0.0064,0,Miss March Madness,Missed March Madness,True
UC Santa Barbara,BW,2017,27,6,0.2222,-16.2,0,,,0.0064,0,Miss March Madness,Missed March Madness,True
Washington,P12,2017,31,9,0.2903,-10.9,0,,,0.0064,0,Miss March Madness,Missed March Madness,True
North Carolina A&T,MEAC,2017,30,3,0.1,-25.2,0,,,0.0064,0,Miss March Madness,Missed March Madness,True
UTEP,CUSA,2017,31,15,0.4839,-11.6,0,,,0.0064,0,Miss March Madness,Missed March Madness,True
San Diego,WCC,2017,30,13,0.4333,-10.0,0,,,0.0063,0,Miss March Madness,Missed March Madness,True
Bradley,MVC,2017,32,13,0.4062,-11.2,0,,,0.0063,0,Miss March Madness,Missed March Madness,True
Florida A&M,MEAC,2017,28,7,0.25,-20.2,0,,,0.0063,0,Miss March Madness,Missed March Madness,True
Little Rock,SB,2017,30,15,0.5,-12.0,0,,,0.0063,0,Miss March Madness,Missed March Madness,True
South Alabama,SB,2017,30,14,0.4667,-12.9,0,,,0.0063,0,Miss March Madness,Missed March Madness,True
Hampton,MEAC,2017,29,14,0.4828,-12.5,0,,,0.0063,0,Miss March Madness,Missed March Madness,True
Stanford,P12,2017,30,14,0.4667,-5.2,0,,,0.0063,0,Miss March Madness,Missed March Madness,True
UNLV,MWC,2017,32,11,0.3438,-12.6,0,,,0.0063,0,Miss March Madness,Missed March Madness,True
UMass Lowell,AE,2017,30,11,0.3667,-15.6,0,,,0.0062,0,Miss March Madness,Missed March Madness,True
North Florida,ASun,2017,30,15,0.5,-12.1,0,,,0.0062,0,Miss March Madness,Missed March Madness,True
Longwood,BSth,2017,28,6,0.2143,-19.5,0,,,0.0062,0,Miss March Madness,Missed March Madness,True
Milwaukee,Horz,2017,34,11,0.3235,-17.8,0,,,0.0062,0,Miss March Madness,Missed March Madness,True
Marist,MAAC,2017,32,8,0.25,-17.8,0,,,0.0062,0,Miss March Madness,Missed March Madness,True
Eastern Kentucky,OVC,2017,29,12,0.4138,-13.3,0,,,0.0062,0,Miss March Madness,Missed March Madness,True
Arkansas Pine Bluff,SWAC,2017,30,6,0.2,-20.2,0,,,0.0062,0,Miss March Madness,Missed March Madness,True
Northern Arizona,BSky,2017,31,9,0.2903,-19.1,0,,,0.0062,0,Miss March Madness,Missed March Madness,True
Nicholls St.,Slnd,2017,27,14,0.5185,-11.9,0,,,0.0062,0,Miss March Madness,Missed March Madness,True
Indiana St.,MVC,2017,30,11,0.3667,-11.8,0,,,0.0061,0,Miss March Madness,Missed March Madness,True
Oregon St.,P12,2017,31,5,0.1613,-16.7,0,,,0.006,0,Miss March Madness,Missed March Madness,True
Delaware,CAA,2017,31,13,0.4194,-13.7,0,,,0.006,0,Miss March Madness,Missed March Madness,True
Northern Colorado,BSky,2017,27,11,0.4074,-12.6,0,,,0.006,0,Miss March Madness,Missed March Madness,True
Penn,Ivy,2017,28,13,0.4643,-8.9,0,,,0.006,0,Miss March Madness,Missed March Madness,True
Hartford,AE,2017,32,9,0.2812,-18.1,0,,,0.006,0,Miss March Madness,Missed March Madness,True
Rutgers,B10,2017,32,15,0.4688,-5.7,0,,,0.006,0,Miss March Madness,Missed March Madness,True
Texas,B12,2017,33,11,0.3333,-5.7,0,,,0.0059,0,Miss March Madness,Missed March Madness,True
Morgan St.,MEAC,2017,29,14,0.4828,-13.1,0,,,0.0059,0,Miss March Madness,Missed March Madness,True
Idaho St.,BSky,2017,30,6,0.2,-20.1,0,,,0.0059,0,Miss March Madness,Missed March Madness,True
Louisiana Monroe,SB,2017,31,9,0.2903,-17.9,0,,,0.0059,0,Miss March Madness,Missed March Madness,True
DePaul,BE,2017,32,9,0.2812,-10.8,0,,,0.0059,0,Miss March Madness,Missed March Madness,True
Grambling St.,SWAC,2017,30,15,0.5,-13.6,0,,,0.0058,0,Miss March Madness,Missed March Madness,True
Prairie View A&M,SWAC,2017,31,13,0.4194,-13.9,0,,,0.0058,0,Miss March Madness,Missed March Madness,True
Alabama St.,SWAC,2017,30,8,0.2667,-19.2,0,,,0.0057,0,Miss March Madness,Missed March Madness,True
Lafayette,Pat,2017,29,9,0.3103,-15.9,0,,,0.0057,0,Miss March Madness,Missed March Madness,True
East Carolina,Amer,2017,33,15,0.4545,-8.4,0,,,0.0057,0,Miss March Madness,Missed March Madness,True
NJIT,ASun,2017,29,11,0.3793,-14.6,0,,,0.0057,0,Miss March Madness,Missed March Madness,True
Presbyterian,BSth,2017,28,5,0.1786,-20.5,0,,,0.0056,0,Miss March Madness,Missed March Madness,True
UTSA,CUSA,2017,31,14,0.4516,-13.3,0,,,0.0056,0,Miss March Madness,Missed March Madness,True
Maryland Eastern Shore,MEAC,2017,32,14,0.4375,-13.7,0,,,0.0056,0,Miss March Madness,Missed March Madness,True
Dartmouth,Ivy,2017,27,7,0.2593,-14.7,0,,,0.0056,0,Miss March Madness,Missed March Madness,True
Drake,MVC,2017,29,7,0.2414,-15.8,0,,,0.0055,0,Miss March Madness,Missed March Madness,True
Fordham,A10,2017,31,13,0.4194,-11.8,0,,,0.0055,0,Miss March Madness,Missed March Madness,True
Loyola Marymount,WCC,2017,29,15,0.5172,-7.2,0,,,0.0055,0,Miss March Madness,Missed March Madness,True
Radford,BSth,2017,30,14,0.4667,-11.8,0,,,0.0054,0,Miss March Madness,Missed March Madness,True
Cleveland St.,Horz,2017,30,9,0.3,-15.7,0,,,0.0054,0,Miss March Madness,Missed March Madness,True
Binghamton,AE,2017,29,12,0.4138,-15.3,0,,,0.0054,0,Miss March Madness,Missed March Madness,True
Maine,AE,2017,31,7,0.2258,-18.8,0,,,0.0052,0,Miss March Madness,Missed March Madness,True
South Carolina St.,MEAC,2017,29,11,0.3793,-13.1,0,,,0.0052,0,Miss March Madness,Missed March Madness,True
Detroit,Horz,2017,30,8,0.2667,-17.1,0,,,0.0052,0,Miss March Madness,Missed March Madness,True
Miami OH,MAC,2017,30,11,0.3667,-15.6,0,,,0.0051,0,Miss March Madness,Missed March Madness,True
VMI,SC,2017,28,6,0.2143,-17.3,0,,,0.0051,0,Miss March Madness,Missed March Madness,True
Chicago St.,WAC,2017,29,6,0.2069,-18.4,0,,,0.0051,0,Miss March Madness,Missed March Madness,True
FIU,CUSA,2017,29,7,0.2414,-18.9,0,,,0.0051,0,Miss March Madness,Missed March Madness,True
Delaware St.,MEAC,2017,30,10,0.3333,-17.4,0,,,0.0051,0,Miss March Madness,Missed March Madness,True
North Texas,CUSA,2017,28,8,0.2857,-17.6,0,,,0.005,0,Miss March Madness,Missed March Madness,True
South Florida,Amer,2017,30,7,0.2333,-14.7,0,,,0.005,0,Miss March Madness,Missed March Madness,True
Western Carolina,SC,2017,30,9,0.3,-15.2,0,,,0.0049,0,Miss March Madness,Missed March Madness,True
North Carolina St.,ACC,2017,32,15,0.4688,-4.1,0,,,0.0046,0,Miss March Madness,Missed March Madness,True
Southern Miss,CUSA,2017,29,9,0.3103,-16.7,0,,,0.0046,0,Miss March Madness,Missed March Madness,True
Western Kentucky,CUSA,2017,32,15,0.4688,-11.0,0,,,0.0045,0,Miss March Madness,Missed March Madness,True
UT Rio Grande Valley,WAC,2017,29,10,0.3448,-16.5,0,,,0.0044,0,Miss March Madness,Missed March Madness,True
LSU,SEC,2017,31,10,0.3226,-8.8,0,,,0.0044,0,Miss March Madness,Missed March Madness,True
Quinnipiac,MAAC,2017,31,10,0.3226,-15.5,0,,,0.0043,0,Miss March Madness,Missed March Madness,True
Kennesaw St.,ASun,2017,30,14,0.4667,-13.0,0,,,0.0042,0,Miss March Madness,Missed March Madness,True
Nebraska,B10,2017,30,12,0.4,-5.4,0,,,0.0042,0,Miss March Madness,Missed March Madness,True
Massachusetts,A10,2017,33,15,0.4545,-10.1,0,,,0.0041,0,Miss March Madness,Missed March Madness,True
Xavier,BE,2016,34,28,0.8235,7.7,1,2.0,R32,0.9914,1,Make March Madness,Made March Madness,True
Villanova,BE,2016,40,35,0.875,8.9,1,2.0,Champions,0.9912,1,Make March Madness,Made March Madness,True
Kansas,B12,2016,37,32,0.8649,11.6,1,1.0,E8,0.9896,1,Make March Madness,Made March Madness,True
Miami FL,ACC,2016,35,27,0.7714,6.9,1,3.0,S16,0.9895,1,Make March Madness,Made March Madness,True
Duke,ACC,2016,36,25,0.6944,4.2,1,4.0,S16,0.9876,1,Make March Madness,Made March Madness,True
Kentucky,SEC,2016,36,27,0.75,5.0,1,4.0,R32,0.9874,1,Make March Madness,Made March Madness,True
West Virginia,B12,2016,35,26,0.7429,7.4,1,3.0,R64,0.9871,1,Make March Madness,Made March Madness,True
Purdue,B10,2016,35,26,0.7429,4.4,1,5.0,R64,0.9866,1,Make March Madness,Made March Madness,True
Gonzaga,WCC,2016,35,27,0.7714,2.1,1,11.0,S16,0.9863,1,Make March Madness,Made March Madness,True
Oregon,P12,2016,37,30,0.8108,6.7,1,1.0,E8,0.9852,1,Make March Madness,Made March Madness,True
Virginia,ACC,2016,37,29,0.7838,8.6,1,1.0,E8,0.9847,1,Make March Madness,Made March Madness,True
California,P12,2016,34,23,0.6765,2.2,1,4.0,R64,0.9842,1,Make March Madness,Made March Madness,True
Iowa St.,B12,2016,35,23,0.6571,3.6,1,3.0,S16,0.9833,1,Make March Madness,Made March Madness,True
Texas A&M,SEC,2016,37,28,0.7568,5.2,1,3.0,S16,0.9827,1,Make March Madness,Made March Madness,True
North Carolina,ACC,2016,40,33,0.825,8.6,1,1.0,2ND,0.9824,1,Make March Madness,Made March Madness,True
Baylor,B12,2016,33,21,0.6364,3.5,1,5.0,R64,0.9789,1,Make March Madness,Made March Madness,True
Arizona,P12,2016,34,25,0.7353,3.4,1,6.0,R64,0.9787,1,Make March Madness,Made March Madness,True
Maryland,B10,2016,35,26,0.7429,4.0,1,5.0,S16,0.9774,1,Make March Madness,Made March Madness,True
SMU,Amer,2016,30,25,0.8333,3.6,0,,,0.9766,1,Make March Madness,Missed March Madness,False
Utah,P12,2016,35,26,0.7429,5.6,1,3.0,R32,0.9757,1,Make March Madness,Made March Madness,True
Texas,B12,2016,33,20,0.6061,3.2,1,6.0,R64,0.9748,1,Make March Madness,Made March Madness,True
Michigan St.,B10,2016,35,29,0.8286,7.2,1,2.0,R64,0.9747,1,Make March Madness,Made March Madness,True
Seton Hall,BE,2016,34,25,0.7353,5.3,1,6.0,R64,0.9681,1,Make March Madness,Made March Madness,True
Butler,BE,2016,33,22,0.6667,2.0,1,9.0,R32,0.968,1,Make March Madness,Made March Madness,True
Oklahoma,B12,2016,37,29,0.7838,8.0,1,2.0,F4,0.9671,1,Make March Madness,Made March Madness,True
Iowa,B10,2016,33,22,0.6667,2.0,1,7.0,R32,0.966,1,Make March Madness,Made March Madness,True
Saint Joseph's,A10,2016,36,28,0.7778,3.4,1,8.0,R32,0.9623,1,Make March Madness,Made March Madness,True
Arkansas Little Rock,SB,2016,33,28,0.8485,2.1,1,12.0,R32,0.9579,1,Make March Madness,Made March Madness,True
Indiana,B10,2016,35,27,0.7714,3.2,1,5.0,S16,0.9556,1,Make March Madness,Made March Madness,True
Louisville,ACC,2016,31,23,0.7419,4.3,0,,,0.9545,1,Make March Madness,Missed March Madness,False
Providence,BE,2016,35,24,0.6857,3.4,1,9.0,R32,0.9524,1,Make March Madness,Made March Madness,True
Notre Dame,ACC,2016,36,24,0.6667,2.3,1,6.0,E8,0.9388,1,Make March Madness,Made March Madness,True
Pittsburgh,ACC,2016,32,20,0.625,1.8,1,10.0,R64,0.9356,1,Make March Madness,Made March Madness,True
Connecticut,Amer,2016,36,25,0.6944,1.2,1,9.0,R32,0.935,1,Make March Madness,Made March Madness,True
Dayton,A10,2016,33,25,0.7576,2.4,1,7.0,R64,0.9203,1,Make March Madness,Made March Madness,True
Cincinnati,Amer,2016,33,22,0.6667,0.3,1,9.0,R64,0.882,1,Make March Madness,Made March Madness,True
Hawaii,BW,2016,32,26,0.8125,0.8,1,13.0,R32,0.8638,1,Make March Madness,Made March Madness,True
Michigan,B10,2016,35,22,0.6286,0.8,1,11.0,R64,0.8619,1,Make March Madness,Made March Madness,True
Wisconsin,B10,2016,35,22,0.6286,0.4,1,7.0,S16,0.8589,1,Make March Madness,Made March Madness,True
